show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in
s1916,Movie,Echcharikkai,Sarjun,"Sathyaraj, Varalakshmi Sarathkumar, Kishore Kumar G., Vivek Rajgopal, Jayakumar, Yogi Babu, Soundar, L. Alice",India,15-Jan-19,2018,TV-14,127 min,"International Movies, Thrillers"
s1917,Movie,Echo in the Canyon,Andrew Slater,"Jakob Dylan, Ringo Starr, Michelle Phillips, Stephen Stills, Regina Spektor, Beck, Eric Clapton, Tom Petty, Jackson Browne, Norah Jones",United States,24-Oct-19,2019,PG-13,82 min,"Documentaries, Music & Musicals"
s1918,Movie,Eddie - Strongman,Matt Bell,Eddie Hall,United Kingdom,15-Dec-16,2015,TV-MA,98 min,"Documentaries, Sports Movies"
s1922,Movie,Edge of Fear,Bobby Roth,"Shen Lin, Robert Patrick, Zhu Zhu, Jodi Lyn O'Keefe, Robert Knepper, Amaury Nolasco, Rockmond Dunbar, Andy Mackenzie, Robert Crayton, John Edward Lee, Trent Brya",United States,1-Nov-18,2018,TV-MA,92 min,"Independent Movies, Thrillers"
s1923,Movie,Edge of Seventeen,David Moreton,"Chris Stafford, Tina Holmes, Andersen Gabrych, Stephanie McVay, Lea DeLaria, John Eby, Antonio Carriero, Jason Lockhart",United States,27-Aug-20,1998,TV-MA,103 min,"Comedies, Dramas, Independent Movies"
s1926,Movie,"Edmilson Filho: Notas, Comedy about Relationships",Halder Gomes,Edmilson Filho,Brazil,1-Nov-18,2017,TV-MA,80 min,Stand-Up Comedy
s1927,Movie,Edoardo Ferrario: Temi Caldi,Francesco Imperato,Edoardo Ferrario,Italy,15-Mar-19,2019,TV-MA,65 min,Stand-Up Comedy
s1928,Movie,Ee Nagaraniki Emaindi,Tharun Bhascker,"Vishwaksen Naidu, Sushanth Reddy, Abhinav Gomatam, Venkatesh Kakumanu, Anisha Ambrose, Simran Choudhary",India,6-Sep-19,2018,TV-14,133 min,"Comedies, International Movies"
s1929,Movie,Eeda,Ajithkumar,"Shane Nigaam, Nimisha Sajayan, Manikandan R. Achari, Alencier Ley Lopez, Sujith Sankar, P. Balachandran, Sudhi Koppa",India,15-Sep-18,2018,TV-14,153 min,"Dramas, International Movies, Romantic Movies"
s1930,Movie,Eerie,Mikhail Red,"Bea Alonzo, Jake Cuenca, Maxene Magalona, Charo Santos, Mary Joy Apostol, Gabby Padilla, Gillian Vicencio","Philippines, Singapore",26-Jul-19,2019,TV-14,100 min,"Horror Movies, International Movies"
s1931,Movie,Effie Gray,Richard Laxton,"Dakota Fanning, Emma Thompson, Julie Walters, David Suchet, Derek Jacobi, James Fox, Robbie Coltrane, Claudia Cardinale, Greg Wise, Tom Sturridge",United Kingdom,1-Dec-20,2014,PG-13,109 min,"Dramas, International Movies, Romantic Movies"
s1932,Movie,Eggnoid: Love & Time Portal,Naya Anindita,"Morgan Oey, Sheila Dara, Luna Maya, Kevin Julio, Anggika Bolsterli, Reza Nangin, Martin Anugrah, Fatih Unru",Indonesia,17-Dec-20,2019,TV-14,102 min,"Dramas, International Movies, Romantic Movies"
s1933,Movie,Eh Janam Tumhare Lekhe,Harjit Singh,"Pavan Malhotra, Sudhanshu Aggarwal, Arjuna Bhalla, Avrinder Kaur, Arvinder Bhatti, Master Yuvraj, Jai Bharti, Gagandeep Singh",India,1-Dec-17,2015,TV-14,124 min,"Dramas, International Movies"
s1935,Movie,Either Me Or My Auntie,Saeed Hamed,"Mohamed Henedi, Donia Samir Ghanim, Hassan Hosny, Fadia Abdel Ghany, Alaa Morsy, Lotfy Labib, Nabil Issa, Hatem Jamel, Alaa Zinhom, Hala Sarhan",Egypt,19-May-20,2006,TV-PG,105 min,"Comedies, International Movies"
s1936,Movie,Ek Cup Chya,"Sumitra Bhave, Sunil Sukthankar","Kishore Kadam, Ashwini Giri, Kamal Desai, Devika Daftardar, Sunil Sukthankar, Shriram Ranade, Padmanabh Bind",India,15-Mar-18,2009,TV-PG,120 min,"Dramas, Independent Movies, International Movies"
s1937,Movie,Ek Hasina Thi,Sriram Raghavan,"Saif Ali Khan, Urmila Matondkar, Seema Biswas, Pratima Kazmi, Aditya Srivastava, Rasika Joshi, Madan Joshi, Seema Adhikari",India,1-Aug-19,2004,TV-MA,134 min,"Dramas, International Movies, Thrillers"
s1939,Movie,Ek Khiladi Ek Haseena,Suparn Verma,"Koena Mitra, Fardeen Khan, Kay Kay Menon, Mumait Khan, Rakhi Sawant, Feroz Khan, Zabyn Khan, Rohit Roy, Gulshan Grover, Amin Hajee",India,15-Apr-19,2005,TV-14,141 min,"International Movies, Music & Musicals, Thrillers"
s1940,Movie,Ek Ladki Ko Dekha Toh Aisa Laga,Shelly Chopra Dhar,"Anil Kapoor, Sonam Kapoor, Rajkummar Rao, Juhi Chawla, Abhishek Duhan, Regina Cassandra, Madhumalti Kapoor, Seema Pahwa, Brijendra Kala, Alka Badola Kaushal",India,2-Apr-19,2019,TV-14,120 min,"Comedies, Dramas, International Movies"
s1941,Movie,Ek Main Aur Ekk Tu,Shakun Batra,"Kareena Kapoor, Imran Khan, Boman Irani, Ram Kapoor, Ratna Pathak Shah, Zenobia Shroff, Soniya Mehra, Akshat Verma, Dana Lewis, Rajesh Khattar",India,1-Oct-18,2012,TV-14,106 min,"Comedies, International Movies, Romantic Movies"
s1942,Movie,Eki Elmalar,Ylmaz Erdoan,"Ylmaz Erdoan, Farah Zeynep Abdullah, Songl den, kran Oval, Devrim Yakut, kr zyldz, Fatih Artman, Cezmi Baskn, Caner Cindoruk, Ersin Korkut",Turkey,29-Apr-20,2016,TV-PG,109 min,"Dramas, International Movies"
s1943,Movie,El ltimo testigo,Philipp Stlzl,"Aaron Eckhart, Liana Liberato, Olga Kurylenko, Garrick Hagon, Eric Godon, Yassine Fadel, Neil Napier, David Bark-Jones, Alexander Fehling, Nick Alachiotis, Jade Hassoun","United States, Canada, Belgium, United Kingdom",4-Feb-18,2012,R,105 min,Action & Adventure
s1945,Movie,El Camino Christmas,David E. Talbert,"Jessica Alba, Tim Allen, Dax Shepard, Vincent D'Onofrio, Luke Grimes, Kurtwood Smith, Michelle Mylett",United States,8-Dec-17,2017,TV-MA,89 min,"Comedies, Dramas"
s1946,Movie,El Camino: A Breaking Bad Movie,Vince Gilligan,Aaron Paul,United States,11-Oct-19,2019,TV-MA,123 min,"Dramas, Thrillers"
s1951,Movie,El Che,Matas Gueilburt,Paco Ignacio Taibo II,Venezuela,15-Oct-17,2017,TV-14,119 min,"Documentaries, International Movies"
s1954,Movie,El club de los insomnes,"Joseduardo Giordano, Sergio Goyri Jr.","Cassandra Ciangherotti, Leonardo Ortizgris, Alejandra Ambrosi, Alexandra De La Mora, Mnica Dionne, Sergio Goyri, Fernando Becerril, Humberto Busto, Marco Mndez, Alejandra Urdian, Khristian Clausen, Fernando Lujn",Mexico,30-Nov-18,2018,TV-MA,82 min,"Dramas, International Movies"
s1957,Movie,"El Especial de Alex Fernndez, el Especial",Jan Suter,Alex Fernndez,Mexico,13-Oct-17,2017,TV-MA,52 min,Stand-Up Comedy
s1959,Movie,El lmite infinito,Pablo Aulita,Jean Maggi,N.I.L,18-Jun-20,2020,TV-PG,48 min,"Documentaries, International Movies, Sports Movies"
s1961,Movie,"El Pepe, a Supreme Life",Emir Kusturica,"Jos Mujica, Emir Kusturica","Argentina, Uruguay, Serbia",27-Dec-19,2018,TV-14,73 min,"Documentaries, International Movies"
s1962,Movie,El Potro: Unstoppable,Lorena Munoz,"Jimena Barn, Rodrigo Romero, Diego Cremonesi, Daniel Aroz, Malena Snchez, Julieta Vallina, Florencia Pea, Simja Dujov, Adan Otero, Fernn Mirs",N.I.L,4-Jan-19,2018,TV-MA,122 min,"Dramas, International Movies, Music & Musicals"
s1965,Movie,El sendero de la anaconda,Alessandro Angulo,"Wade Davis, Martin von Hildebrand",Colombia,15-Nov-19,2019,TV-14,74 min,"Documentaries, International Movies"
s1966,Movie,El silencio es bienvenido,Gabriela Garca Rivas,"Eileen Yez, Jorge Luis Moreno, Daniela Newton, Andrea Newton, Luis Eduardo Yee, Enrique Medina, Roberto Fiesco",Mexico,20-Mar-20,2017,TV-14,95 min,"Dramas, Independent Movies, International Movies"
s1967,Movie,El testigo,Kate Horne,Jess Abad Colorado,"Colombia, Peru, United Kingdom",28-Jun-19,2018,TV-14,73 min,"Documentaries, International Movies"
s1970,Movie,El-Khawaga's Dilemma,Peter Mimi,"Hassan El Raddad, Mohamed Lotfy, Hana El Zahed, Hassan Hosny, Majed El Masry, Mohamed Ezz, Samia Trabelsi, Yasser Al Zankalouni, Ahmed El Sobky, Bayoumi Fouad",Egypt,15-Oct-20,2018,TV-14,94 min,"Action & Adventure, Comedies, International Movies"
s1973,Movie,Elephants Dream 4 Hour,Bassam Kurdali,"Cas Jansen, Tygo Gernandt",Netherlands,23-Aug-18,2006,TV-MA,196 min,"International Movies, Sci-Fi & Fantasy"
s1974,Movie,Elevator Baby,Akhigbe Ilozobhie,"Toyin Abraham, Timini Egbuson, Shaffy Bello, Yemi Solade, Broda Shaggi, Sambasa Nzeribe, Ijeoma Aniebo, Blessing Onwukwe",Nigeria,20-Jun-20,2019,TV-MA,84 min,"Dramas, International Movies"
s1975,Movie,Elf Pets: A Fox Cubs Christmas Tale,Chanda Bell,"Leslie Bellair, Brad Hyland, Brody Rose, Carol Aebersold",United States,1-Nov-20,2020,TV-Y,28 min,Children & Family Movies
s1976,Movie,Elf Pets: Santas Reindeer Rescue,Chanda Bell,"Brad Hyland, Drew Barber, Ashley Roberts, Lowrey Brown, Kristyl Tift, Manny Mahen, Olivia Berkeley, Eleanor Rocha",United States,1-Nov-20,2020,TV-Y,27 min,Children & Family Movies
s1977,Movie,Eli,Ciarn Foy,"Charlie Shotwell, Lili Taylor, Kelly Reilly, Max Martini, Sadie Sink, Deneen Tyler, Katia Gomez",United States,18-Oct-19,2019,TV-MA,98 min,Horror Movies
s1978,Movie,Elisa & Marcela,Isabel Coixet,"Natalia de Molina, Greta Fernndez, Sara Casasnovas, Tamar Novas, Kelly Lua, Manuel Lourenzo, Jorge Suquet, Ana Santos, Mariana Carballal, Roberto Leal, Luisa Merelas, Amparo Moreno, Llus Homar, Manolo Solo, Mara Pujalte, Francesc Orella",Spain,7-Jun-19,2019,TV-MA,119 min,"Dramas, International Movies, LGBTQ Movies"
s1981,Movie,Elizabeth Harvest,Sebastian Gutierrez,"Abbey Lee, Ciarn Hinds, Carla Gugino, Matthew Beard, Dylan Baker",United States,1-Aug-20,2019,R,109 min,"Dramas, Sci-Fi & Fantasy"
s1982,TV Show,Ellen DeGeneres: Relatable,"Joel Gallen, Tig Notaro",Ellen DeGeneres,United States,18-Dec-18,2018,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies"
s1983,Movie,Elles taient en guerre (1914-1918),"Fabien Beziat, Hugues Nancy",Nathalie Baye,France,31-Dec-17,2014,TV-14,93 min,"Documentaries, International Movies"
s1986,Movie,Elliot the Littlest Reindeer,Jennifer Westcott,"Josh Hutcherson, Samantha Bee, Martin Short, Morena Baccarin, Jeff Dunham, John Cleese",Canada,1-Nov-20,2018,PG,90 min,Children & Family Movies
s1987,Movie,Elstree 1976,Jon Spira,"Paul Blake, Jeremy Bulloch, John Chapman, Anthony Forrest, Laurie Goode, Garrick Hagon, Derek Lyons, Angus MacInnes, David Prowse, Pam Rose",United Kingdom,6-Sep-16,2015,TV-PG,102 min,Documentaries
s1988,Movie,Emelie,Michael Thelin,"Sarah Bolger, Joshua Rush, Carly Adams, Thomas Bair, Susan Pourfar, Chris Beetem",United States,2-Aug-18,2016,TV-MA,82 min,"Horror Movies, Thrillers"
s1989,Movie,EMI: Liya Hai To Chukana Padega,Saurabh Kabra,"Sanjay Dutt, Arjun Rampal, Malaika Arora, Aashish Chaudhary, Neha Uberoi, Urmila Matondkar, Manoj Joshi, Daya Shanker Pandey, Pushkar Jog, Kulbhushan Kharbanda",India,15-May-19,2008,TV-14,128 min,"Comedies, Dramas, International Movies"
s1993,Movie,Emma' (Mother),Riri Riza,"Cut Mini Theo, Christoffer Nelwan, Arman Dewarti, Jajang C. Noer, Indah Permatasari, Dimi Cindyastira, Irmawati Jabbar, Andreuw Parinussa, Fanesa Kayla",Indonesia,5-Oct-18,2016,TV-PG,74 min,"Dramas, International Movies"
s1994,Movie,Emo the Musical,Neil Triffett,"Benson Jack Anthony, Jordan Hare, Rahart Adams, Jon Prasida, Lucy Barrett, Ben Bennett, Craig Hyde-Smith, Geraldine Viswanathan, Kevin Clayette, Bridie Carter",Australia,1-Feb-18,2016,TV-MA,94 min,"Dramas, International Movies, Music & Musicals"
s1998,Movie,Employee of the Month,Greg Coolidge,"Dane Cook, Jessica Simpson, Dax Shepard, Andy Dick, Tim Bagley, Brian George, Efren Ramirez, Marcello Thedford, Danny Woodburn, Harland Williams",United States,1-Oct-20,2006,PG-13,108 min,"Comedies, Romantic Movies"
s2000,Movie,Encounter: The Killing,Ajay Phansekar,"Naseeruddin Shah, Tara Deshpande, Akash Khurana, Ratna Pathak Shah, Dilip Prabhavalkar, Avtar Gill",India,31-Dec-19,2002,TV-14,151 min,"Dramas, Independent Movies, International Movies"
s2003,Movie,End of Watch,David Ayer,"Jake Gyllenhaal, Michael Pea, Natalie Martinez, Anna Kendrick, David Harbour, Frank Grillo, America Ferrera, Cle Sloan, Jaime FitzSimons, Cody Horn, Shondrella Avery, America Ferrara",United States,23-Nov-19,2012,R,109 min,Action & Adventure
s2005,Movie,Enemy,Denis Villeneuve,"Jake Gyllenhaal, Mlanie Laurent, Sarah Gadon, Isabella Rossellini, Joshua Peace, Tim Post","Canada, Spain, France",15-Jul-18,2013,R,91 min,"Independent Movies, Thrillers"
s2007,Movie,English Babu Desi Mem,Praveen Nischol,"Shah Rukh Khan, Sonali Bendre, Rajeshwari, Saeed Jaffrey, Kiran Kumar, Baba Brahmbhatt, Ishita Haria, Sunny Singh, Gulshan Bawra",India,1-May-17,1996,TV-14,163 min,"Comedies, Dramas, International Movies"
s2008,Movie,Enissa Amani: Ehrenwort,Max Amini,Enissa Amani,Germany,26-Apr-18,2018,TV-MA,66 min,Stand-Up Comedy
s2009,Movie,Enlighten Us,Jenny Carchman,James Arthur Ray,United States,18-Jan-17,2016,TV-14,93 min,Documentaries
s2010,Movie,Enola Holmes,Harry Bradbeer,"Millie Bobby Brown, Henry Cavill, Sam Claflin, Helena Bonham Carter, Louis Partridge, Burn Gorman, Adeel Akhtar, Susan Wokoma, Frances de la Tour, Fiona Shaw",United Kingdom,23-Sep-20,2020,PG-13,124 min,"Action & Adventure, Children & Family Movies, Dramas"
s2012,Movie,Entanglement,Jason James,"Thomas Middleditch, Jess Weixler, Diana Bang, Randal Edwards, Marilyn Norry, Johannah Newmarch, Nicole LaPlaca",Canada,9-Dec-18,2018,TV-MA,85 min,"Dramas, Independent Movies, Romantic Movies"
s2013,Movie,Enter the Anime,Alex Burunova,"Kozo Morishita, Yoko Takahashi, Shinji Aramaki, Kenji Kamiyama","United States, Japan",5-Aug-19,2019,TV-MA,59 min,"Documentaries, International Movies"
s2015,Movie,Enter the Warriors Gate,Matthias Hoene,"Jeff Daniels, Jack O'Connell, Michelle Dockery, Scoot McNairy, Merritt Wever, Thomas Brodie-Sangster, Francis Ng, Ni Ni","France, Canada, China, Cambodia",5-Aug-17,2016,PG-13,105 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy"
s2017,Movie,Equals,Drake Doremus,"Nicholas Hoult, Kristen Stewart, Jacki Weaver, Guy Pearce, Rebecca Hazlewood, Scott Lawrence, Kai Lennox, Rizwan Manji","United States, Indonesia",28-Oct-18,2015,PG-13,102 min,"Dramas, Romantic Movies, Sci-Fi & Fantasy"
s2019,Movie,Equilibrium,Kurt Wimmer,"Christian Bale, Emily Watson, Taye Diggs, Angus Macfadyen, Sean Bean, Sean Pertwee, Matthew Harbour, William Fichtner",United States,8-Jun-19,2002,R,107 min,"Action & Adventure, Dramas, Sci-Fi & Fantasy"
s2022,Movie,Eric Andre: Legalize Everything,Eric Notarnicola,Eric Andr,United States,23-Jun-20,2020,TV-MA,52 min,Stand-Up Comedy
s2023,Movie,Eric ldle's What About Dick,"Eric Idle, Aubrey Powell","Russell Brand, Billy Connolly, Tim Curry, Eric Idle, Eddie Izzard, Jane Leeves, Jim Piddock, Tracey Ullman, Sophie Winkleman",United States,2-Oct-18,2012,TV-MA,81 min,"Comedies, Music & Musicals"
s2024,Movie,Errementari: The Blacksmith and the Devil,Paul Urkijo Alijo,"Kandido Uranga, Uma Bracaglia, Eneko Sagardoy, Ramn Agirre, Josean Bengoetxea, Gotzon Snchez, Jos Ramn Argoitia, Gorka Aguinagalde, Iigo de la Iglesia, Aitor Urtzelai","Spain, France",12-Oct-18,2018,TV-MA,99 min,"Horror Movies, International Movies, Sci-Fi & Fantasy"
s2025,Movie,Escape from Mr. Lemoncellos Library,Scott McAboy,"Casey Simpson, Breanna Yde, Klarke Pipkin, Angel Luis Rivera Jr., Russell Roberts, Ty Consiglio, Hayley Scherpenisse, Patti Allan, Katey Hoffman",United States,2-Nov-19,2017,TV-Y,69 min,Children & Family Movies
s2026,Movie,"Escape from the ""Liberty"" Cinema",Wojciech Marczewski,"Janusz Gajos, Zbigniew Zamachowski, Teresa Marczewska, Piotr Fronczewski, Wadysaw Kowalski, Micha Bajor, Jan Peszek, Jerzy Biczycki",Poland,1-Oct-19,1990,TV-MA,88 min,"Comedies, Dramas, Independent Movies"
s2027,Movie,Escaping Tel Aviv,Sherif Arafa,"Karim Abdel Aziz, Mona Zaki, Sherif Mounir, Entsar, Salem Klass, Sabri Abdulmonem, Kinda Alloush, Yasser Ali Maher, Kamal Suliman, Jerjes Jbara",Egypt,19-May-20,2009,TV-14,120 min,"Action & Adventure, International Movies"
s2030,Movie,Estar o no estar,Marcelo Gonzlez,"Flavio Medina, Aislinn Derbez, Patricia Reyes Spndola, Tiar Scanda, Anglica Aragn, Horacio Castelo, Gonzalo Garcia Vivanco, Rubn Gonzlez Garza, Iliana de la Garza, Mary Paz Mata",Mexico,14-Jan-17,2016,TV-14,100 min,"Dramas, International Movies, Romantic Movies"
s2035,Movie,Euphoria,Valeria Golino,"Riccardo Scamarcio, Valerio Mastandrea, Isabella Ferrari, Valentina Cervi, Jasmine Trinca, Andrea Germani, Marzia Ubaldi, Iaia Forte",Italy,1-Nov-19,2018,R,110 min,"Dramas, International Movies, LGBTQ Movies"
s2037,Movie,Eurovision Song Contest: The Story of Fire Saga,David Dobkin,"Will Ferrell, Rachel McAdams, Dan Stevens, Melissanthi Mahut, Mikael Persbrandt, lafur Darri lafsson, Graham Norton, Demi Lovato, Pierce Brosnan",United States,26-Jun-20,2020,PG-13,124 min,"Comedies, Music & Musicals, Romantic Movies"
s2038,Movie,Evan Almighty,Tom Shadyac,"Steve Carell, John Goodman, Molly Shannon, Lauren Graham, Graham Phillips, Johnny Simmons, Morgan Freeman, Wanda Sykes, John Michael Higgins, Jonah Hill, Jimmy Bennett",United States,16-Apr-19,2007,PG,96 min,"Children & Family Movies, Comedies, Faith & Spirituality"
s2039,Movie,EVANGELION: DEATH (TRUE),Hideaki Anno,"Megumi Ogata, Kotono Mitsuishi, Megumi Hayashibara, Yuko Miyamura, Yuriko Yamaguchi, Fumihiko Tachiki, Motomu Kiyokawa, Koichi Yamadera, Takehito Koyasu, Hiro Yuki, Miki Nagasawa, Mugihito, Akira Ishida",Japan,21-Jun-19,1998,TV-MA,69 min,"Action & Adventure, Anime Features, International Movies"
s2042,Movie,Even the Rain,Icar Bollan,"Luis Tosar, Gael Garca Bernal, Juan Carlos Aduviri, Karra Elejalde, Ral Arvalo, Carlos Santos, Cassandra Ciangherotti, Milena Soliz, Lenidas Chiri, Vicente Romero, Daniel Currs, Pau Clera","Spain, Mexico, France",17-May-11,2010,TV-MA,103 min,"Dramas, International Movies"
s2043,Movie,Evening Shadows,Sridhar Rangayan,"Mona Ambegaonkar, Anant Mahadevan, Devansh Doshi, Arpit Chaudhary, Yamini Singh, Abhay Kulkarni, Veena Nair, Disha Thakur",India,27-Feb-19,2018,TV-PG,102 min,"Dramas, Independent Movies, International Movies"
s2044,Movie,Event Horizon,Paul W.S. Anderson,"Laurence Fishburne, Sam Neill, Kathleen Quinlan, Joely Richardson, Richard T. Jones, Jack Noseworthy, Jason Isaacs, Sean Pertwee","United Kingdom, United States",1-Jan-20,1997,R,96 min,"Horror Movies, Sci-Fi & Fantasy"
s2046,Movie,Every Time I Die,Robi Michael,"Drew Fonteiro, Marc Menchaca, Michelle Macedo, Tyler Fleming, Melissa Macedo, Kenneth Moronta, Frankie Hinton",United States,25-Feb-20,2019,TV-MA,98 min,"Dramas, Independent Movies, Thrillers"
s2047,Movie,Everybody Knows,Asghar Farhadi,"Penlope Cruz, Javier Bardem, Ricardo Darn, Eduard Fernndez, Brbara Lennie, Inma Cuesta, Elvira Mnguez, Ramn Barea, Carla Campra, Sara Slamo, Roger Casamajor, Jos ngel Egido","Spain, France, Italy",6-Jun-19,2019,R,133 min,"Dramas, International Movies, Thrillers"
s2048,Movie,Everyday I Love You,Mae Czarina Cruz,"Enrique Gil, Liza Soberano, Gerald Anderson, Aiko Melendez, Carmina Villaroel, Ariel Rivera, Marissa Delgado, Liza Lorena",Philippines,4-Mar-19,2015,TV-14,124 min,"Dramas, International Movies, Romantic Movies"
s2050,Movie,Everything About Her,Joyce Bernal,"Angel Locsin, Xian Lim, Vilma Santos, Michael De Mesa, Nonie Buencamino, Khalil Ramos, Devon Seron, Alexa Ilacad, Nor Domingo, Robert Villar",Philippines,14-Mar-19,2016,TV-MA,127 min,"Comedies, Dramas, International Movies"
s2054,Movie,Evolution,Ivan Reitman,"David Duchovny, Julianne Moore, Orlando Jones, Seann William Scott, Ted Levine, Ethan Suplee, Michael Bower, Pat Kilbane, Ty Burrell, Dan Aykroyd",United States,20-Nov-19,2001,PG-13,102 min,"Comedies, Sci-Fi & Fantasy"
s2055,Movie,Evvarikee Cheppoddu,Basava Shankar Eeday,"Rakesh Varre, Gargeyi, Vamsi raj Nekkanti, D P Ghani, K Prasanna",India,27-Nov-19,2019,TV-14,134 min,"Comedies, International Movies, Romantic Movies"
s2056,Movie,Ex Machina,Alex Garland,"Domhnall Gleeson, Alicia Vikander, Oscar Isaac, Sonoya Mizuno, Claire Selby, Symara Templeman, Gana Bayarsaikhan, Tiffany Pisani, Corey Johnson, Evie Wray, Deborah Rosan",United Kingdom,26-Jul-18,2015,R,108 min,"Dramas, Independent Movies, International Movies"
s2059,TV Show,Exclusive Edition,James Lee,"Berg Lee, Yise Loo, Alvin Wong, Hady, Monday Kang, Ruobing, Wymen Yang, May June, Aenie Wong, Ernest Chong",N.I.L,14-Aug-17,2008,TV-14,1 Season,"International TV Shows, TV Dramas"
s2060,Movie,Executive Decision,Stuart Baird,"Kurt Russell, Halle Berry, John Leguizamo, Oliver Platt, Steven Seagal, Joe Morton, David Suchet, BD Wong, Len Cariou, Whip Hubley",United States,1-Nov-19,1996,R,133 min,Action & Adventure
s2061,Movie,Exes Baggage,Dan Villegas,"Angelica Panganiban, Carlo Aquino, Dionne Monsanto",Philippines,22-Oct-20,2018,TV-MA,103 min,"Dramas, International Movies, Romantic Movies"
s2064,Movie,Exit Strategy,Michael Whitton,"Jameel Saleem, Kimelia Weathers, Quincy Harris, Big Boy, Kevin Hart, Misty Alli, Noelle Balfour, Sid Burston, Carlos Castillo, Liz Hernandez, Nick Sinise",United States,3-Mar-19,2012,NR,79 min,"Comedies, Romantic Movies"
s2065,Movie,Exit Wounds,Andrzej Bartkowiak,"Steven Seagal, DMX, Isaiah Washington, Anthony Anderson, Michael Jai White, Bill Duke, Jill Hennessy, Tom Arnold, Bruce McGill, David Vadim, Eva Mendes",United States,1-Oct-19,2001,R,101 min,Action & Adventure
s2066,Movie,Expedition China,Ben Wallis,Maggie Q,N.I.L,4-Mar-18,2017,TV-G,78 min,Documentaries
s2067,Movie,Expedition Happiness,Selima Taibi,"Selima Taibi, Felix Starck",Germany,31-Jan-18,2017,TV-PG,96 min,"Documentaries, International Movies"
